word,romanization,context
예산,yesan,**예산** 올해 교육 예산이 크게 늘어났다. → В этом году бюджет на образование значительно увеличился.
세금,segeum,**세금** 국민은 소득에 따라 세금을 낸다. → Граждане платят налоги в зависимости от дохода.
시장,sijang,**시장** 새로운 제품이 시장에서 큰 인기를 끌고 있다. → Новый продукт пользуется большой популярностью на рынке.
무역,muyeok,**무역** 두 나라 사이의 무역 규모가 점점 커지고 있다. → Объём торговли между двумя странами постепенно растёт.
산업,saneop,**산업** 이 지역은 관광 산업으로 유명하다. → Этот регион известен своей туристической индустрией.
자원,jawon,**자원** 이 나라는 천연자원이 풍부하다. → Эта страна богата природными ресурсами.
에너지,eneoji,**에너지** 재생 에너지의 사용이 점차 늘어나고 있다. → Использование возобновляемой энергии постепенно растёт.
온난화,onnanhwa,**온난화** 지구 온난화로 빙하가 빠르게 녹고 있다. → Из-за глобального потепления ледники быстро тают.
배출,baechul,**배출** 공장에서 나오는 이산화탄소 배출을 줄여야 한다. → Нужно сокращать выбросы углекислого газа с заводов.
재활용,jaehwaryong,"**재활용** 자원을 아끼기 위해 재활용을 생활화해야 한다. → Чтобы беречь ресурсы, нужно сделать переработку частью повседневной жизни."
대책,daechaek,**대책** 정부는 미세먼지에 대한 대책을 마련하고 있다. → Правительство разрабатывает меры против мелкодисперсной пыли.
정치,jeongchi,**정치** 젊은 세대의 정치 참여가 늘고 있다. → Участие молодого поколения в политике растёт.
사회,sahoe,**사회** 고령화로 인해 사회 구조가 변하고 있다. → Из-за старения населения структура общества меняется.
국민,gungmin,**국민** 이 정책은 많은 국민의 지지를 받고 있다. → Эта политика пользуется поддержкой многих граждан.
인구,ingu,**인구** 대도시의 인구가 계속 증가하고 있다. → Население крупных городов продолжает расти.
위기,wigi,**위기** 세계 경제가 심각한 위기를 맞고 있다. → Мировая экономика сталкивается с серьёзным кризисом.
개발,gaebal,**개발** 무분별한 개발로 자연이 파괴되고 있다. → Из-за бездумной застройки природа разрушается.
규제,gyuje,**규제** 정부는 환경 오염에 대한 규제를 강화했다. → Правительство ужесточило регулирование загрязнения окружающей среды.
협력,hyeomnyeok,**협력** 두 나라는 경제 분야에서 긴밀히 협력하기로 했다. → Две страны договорились тесно сотрудничать в экономической сфере.
갈등,galdeung,**갈등** 세대 간의 갈등이 사회 문제가 되고 있다. → Конфликт между поколениями становится общественной проблемой.
해결하다,haegyeolhada,"**해결하다** 이 문제를 해결하려면 모두의 노력이 필요하다. → Чтобы решить эту проблему, нужны усилия всех."
확대,hwakdae,**확대** 정부는 복지 예산의 확대를 추진하고 있다. → Правительство продвигает расширение бюджета на социальное обеспечение.
축소,chukso,**축소** 회사는 비용 축소를 위해 인원을 줄였다. → Компания сократила персонал ради снижения расходов.
도입하다,doipada,**도입하다** 회사는 새로운 근무 제도를 도입했다. → Компания ввела новую систему работы.
실시하다,silsihada,**실시하다** 정부는 다음 달부터 새 제도를 실시할 예정이다. → Правительство планирует ввести новую систему в действие со следующего месяца.
강화하다,ganghwahada,**강화하다** 당국은 국경 지역의 보안을 강화했다. → Власти усилили безопасность в приграничном районе.
개선하다,gaeseonhada,**개선하다** 근무 환경을 개선하기 위한 논의가 진행 중이다. → Идёт обсуждение по улучшению условий труда.
전망,jeonmang,**전망** 전문가들은 내년 경제 전망을 밝게 보고 있다. → Эксперты оценивают экономические перспективы следующего года как хорошие.
현상,hyeonsang,**현상** 저출산 현상이 점점 심해지고 있다. → Явление низкой рождаемости постепенно усугубляется.
심각하다,simgakada,**심각하다** 환경 오염 문제가 매우 심각하다. → Проблема загрязнения окружающей среды очень серьёзна.
대통령,daetongnyeong,**대통령** 대통령은 새로운 경제 정책을 발표했다. → Президент объявил новую экономическую политику.
국회,gukhoe,**국회** 국회는 오늘 새 법안을 통과시켰다. → Национальное собрание сегодня приняло новый законопроект.
선거,seongeo,**선거** 이번 선거의 투표율이 매우 높았다. → Явка на этих выборах была очень высокой.
여론,yeoron,**여론** 정부는 여론을 무시할 수 없다. → Правительство не может игнорировать общественное мнение.
법률,beomnyul,**법률** 새 법률이 다음 달부터 시행된다. → Новый закон вступает в силу со следующего месяца.
개혁,gaehyeok,**개혁** 교육 개혁이 시급하다. → Реформа образования назрела.
외교,oegyo,**외교** 두 나라는 외교 관계를 회복했다. → Две страны восстановили дипломатические отношения.
안보,anbo,**안보** 국가 안보는 무엇보다 중요하다. → Национальная безопасность важнее всего.
통일,tongil,**통일** 많은 사람들이 통일을 바란다. → Многие люди желают объединения страны.
논란,nollan,**논란** 그 발언은 큰 논란을 일으켰다. → Это высказывание вызвало большой спор.
금리,geumni,**금리** 중앙은행이 금리를 인상했다. → Центральный банк повысил процентную ставку.
주식,jusik,**주식** 그는 주식 투자로 큰 손해를 봤다. → Он понёс большие убытки на инвестициях в акции.
부동산,budongsan,**부동산** 서울의 부동산 가격이 계속 오른다. → Цены на недвижимость в Сеуле продолжают расти.
침체,chimche,**침체** 경기 침체로 소비가 줄었다. → Из-за экономического спада потребление сократилось.
경기,gyeonggi,**경기** 올해 경기가 조금씩 회복되고 있다. → В этом году деловая конъюнктура понемногу восстанавливается.
복지,bokji,**복지** 노인 복지 예산이 늘어났다. → Бюджет на социальное обеспечение пожилых увеличился.
소득,sodeuk,**소득** 가계 소득이 지난해보다 감소했다. → Доходы домохозяйств снизились по сравнению с прошлым годом.
부채,buchae,**부채** 국가 부채가 빠르게 늘고 있다. → Государственный долг быстро растёт.
경쟁력,gyeongjaengnyeok,**경쟁력** 우리 기업의 경쟁력을 높여야 한다. → Нужно повышать конкурентоспособность наших компаний.
생산,saengsan,**생산** 이 공장은 자동차를 대량으로 생산한다. → Этот завод производит автомобили в больших количествах.
유통,yutong,**유통** 신선한 채소의 유통 과정을 개선했다. → Улучшили процесс дистрибуции свежих овощей.
첨단,cheomdan,**첨단** 이 병원은 첨단 의료 장비를 갖추고 있다. → Эта больница оснащена передовым медицинским оборудованием.
연구,yeongu,**연구** 그 대학은 암 치료 연구에 집중한다. → Тот университет сосредоточен на исследованиях лечения рака.
실험,silheom,**실험** 과학자들은 새로운 실험을 진행했다. → Учёные провели новый эксперимент.
분석,bunseok,**분석** 전문가들이 시장 상황을 분석했다. → Эксперты проанализировали ситуацию на рынке.
인공지능,ingongjineung,**인공지능** 인공지능이 우리 생활을 크게 바꿨다. → Искусственный интеллект сильно изменил нашу жизнь.
우주,uju,**우주** 그 회사는 우주 탐사에 투자하고 있다. → Та компания инвестирует в освоение космоса.
백신,baeksin,**백신** 새 백신이 빠르게 개발되었다. → Новая вакцина была быстро разработана.
감염,gamyeom,"**감염** 손을 자주 씻으면 감염을 막을 수 있다. → Если часто мыть руки, можно предотвратить заражение."
유전자,yujeonja,**유전자** 과학자들이 식물의 유전자를 연구한다. → Учёные изучают гены растений.
미세먼지,misemeonji,**미세먼지** 오늘은 미세먼지 농도가 매우 높다. → Сегодня концентрация мелкодисперсной пыли очень высокая.
탄소,tanso,**탄소** 탄소 배출을 줄이는 것이 중요하다. → Важно сокращать выбросы углерода.
기후,gihu,**기후** 기후 변화는 전 세계의 문제이다. → Изменение климата — проблема всего мира.
생태계,saengtaegye,**생태계** 무분별한 개발이 생태계를 파괴한다. → Бездумное освоение разрушает экосистему.
멸종,myeoljong,**멸종** 많은 동물이 멸종 위기에 처해 있다. → Многие животные находятся под угрозой вымирания.
보존,bojon,**보존** 우리는 자연을 보존해야 한다. → Мы должны сохранять природу.
대기,daegi,**대기** 공장 매연이 대기를 오염시킨다. → Заводской дым загрязняет атмосферу.
재난,jaenan,**재난** 정부는 재난에 미리 대비해야 한다. → Правительство должно заранее готовиться к стихийным бедствиям.
피해,pihae,**피해** 이번 태풍으로 큰 피해가 발생했다. → Из-за этого тайфуна возник большой ущерб.
발생하다,balsaenghada,**발생하다** 사고가 갑자기 발생했다. → Авария произошла внезапно.
추진하다,chujinhada,**추진하다** 회사는 새 사업을 적극적으로 추진하고 있다. → Компания активно продвигает новый проект.
마련하다,maryeonhada,**마련하다** 정부는 실업 대책을 마련했다. → Правительство подготовило меры против безработицы.
우려,uryeo,**우려** 전문가들은 경제에 대해 우려를 나타냈다. → Эксперты выразили обеспокоенность по поводу экономики.
대응,daeeung,**대응** 기업은 위기에 신속하게 대응했다. → Компания быстро отреагировала на кризис.
